vehicle_id,lat,lon,route_id,trip_id,date_time
DL1PC8397,28.616100311279297,77.34044647216797,5144,5144_17_05,2024-02-29 17:47:43+05:30
DL1PC9026,28.682363510131836,77.05390167236328,5111,5111_16_54,2024-02-29 17:47:43+05:30
DL1PC7581,28.593120574951172,77.12152862548828,5295,5295_16_20,2024-02-29 17:47:43+05:30
DL1PC7121,28.560474395751953,77.26709747314453,5126,5126_17_20,2024-02-29 17:47:43+05:30
DL1PC3084,28.67403793334961,77.28719329833984,5133,5133_16_15,2024-02-29 17:47:43+05:30
DL1PC7495,28.738380432128906,77.15431213378906,5059,5059_17_20,2024-02-29 17:47:43+05:30
DL1PC3094,28.62816619873047,77.2710189819336,5596,5596_15_43,2024-02-29 17:47:43+05:30
DL1PC3329,28.63965606689453,77.2442626953125,5594,5594_16_45,2024-02-29 17:47:43+05:30
DL1PC7616,28.582124710083008,77.06197357177734,5271,5271_15_40,2024-02-29 17:47:43+05:30
DL1PC8544,28.64410972595215,77.18954467773438,5677,5677_15_46,2024-02-29 17:47:43+05:30
DL1PC3151,28.689943313598633,77.28368377685547,5007,5007_14_32,2024-02-29 17:47:43+05:30
DL1PC7967,28.658447265625,77.14691162109375,5064,5064_16_20,2024-02-29 17:47:43+05:30
DL1PC9062,28.527353286743164,77.18973541259766,5206,5206_16_45,2024-02-29 17:47:43+05:30
DL51GD3390,28.60555076599121,77.14599609375,5896,5896_15_35,2024-02-29 17:47:43+05:30
DL1PC3121,28.66638946533203,77.22962951660156,5142,5142_17_45,2024-02-29 17:47:43+05:30
DL1PC7018,28.632482528686523,77.29859924316406,5219,5219_16_28,2024-02-29 17:47:43+05:30
DL1PC9466,28.698902130126953,77.32259368896484,5574,5574_16_23,2024-02-29 17:47:43+05:30
DL1PC9323,28.638364791870117,77.3187255859375,5220,5220_15_59,2024-02-29 17:47:43+05:30
DL1PC3207,28.568923950195312,77.21745300292969,5154,5154_15_40,2024-02-29 17:47:43+05:30
DL1PC8055,28.5572452545166,77.091064453125,5737,5737_15_45,2024-02-29 17:47:43+05:30
DL1PC8733,28.6398983001709,77.30245971679688,5019,5019_17_11,2024-02-29 17:47:43+05:30
DL1PC3102,28.62006950378418,77.28565216064453,5609,5609_16_50,2024-02-29 17:47:43+05:30
DL1PC9211,28.58869743347168,77.25900268554688,5232,5232_16_05,2024-02-29 17:47:43+05:30
DL51GD3739,28.73153305053711,77.18382263183594,5068,5068_11_00,2024-02-29 17:47:43+05:30
DL1PC3089,28.522235870361328,77.37408447265625,5001,5001_16_48,2024-02-29 17:47:43+05:30
DL1PC8961,28.651517868041992,77.23768615722656,5633,5633_15_48,2024-02-29 17:47:43+05:30
DL1PC7960,28.672672271728516,77.14925384521484,5016,5016_15_44,2024-02-29 17:47:43+05:30
DL1PC9759,28.544971466064453,77.20123291015625,5292,5292_15_42,2024-02-29 17:47:43+05:30
DL1PC8583,28.51609992980957,77.29663848876953,5476,5476_16_17,2024-02-29 17:47:43+05:30
DL1PC9336,28.66885757446289,77.22749328613281,10319,10319_17_15,2024-02-29 17:47:43+05:30
DL51GD3369,28.534603118896484,77.17005920410156,5720,5720_17_32,2024-02-29 17:47:43+05:30
DL1PC8739,28.568212509155273,77.22516632080078,5715,5715_15_37,2024-02-29 17:47:43+05:30
DL1PC7771,28.507993698120117,77.17691802978516,5735,5735_15_50,2024-02-29 17:47:43+05:30
DL1PC8061,28.715099334716797,77.17179107666016,5530,5530_16_54,2024-02-29 17:47:43+05:30
DL1PC7764,28.634719848632812,77.28363037109375,5656,5656_16_25,2024-02-29 17:47:43+05:30
DL1PC8472,28.53807830810547,77.11636352539062,5924,5924_14_43,2024-02-29 17:47:43+05:30
DL1PC8169,28.735410690307617,77.17361450195312,10185,10185_17_06,2024-02-29 17:47:43+05:30
DL51GD3372,28.70070457458496,77.20018005371094,5429,5429_16_55,2024-02-29 17:47:42+05:30
DL1PC3205,28.730575561523438,77.19052124023438,5895,5895_15_20,2024-02-29 17:47:42+05:30
DL1PC3125,28.647235870361328,77.2037124633789,5860,5860_15_46,2024-02-29 17:47:42+05:30
DL1PC8993,28.592992782592773,77.24285125732422,5081,5081_17_30,2024-02-29 17:47:42+05:30
DL1PC7653,28.621952056884766,77.20635223388672,5762,5762_15_32,2024-02-29 17:47:42+05:30
DL1PC3170,28.560779571533203,77.34548950195312,5133,5133_15_00,2024-02-29 17:47:42+05:30
DL1PC3259,28.639820098876953,77.20780181884766,5860,5860_14_31,2024-02-29 17:47:42+05:30
DL1PC7991,28.52141571044922,77.18309020996094,5010,5010_16_50,2024-02-29 17:47:42+05:30
DL1PC8204,28.666170120239258,77.13388061523438,5191,5191_15_20,2024-02-29 17:47:42+05:30
DL1PC7174,28.547529220581055,77.17977142333984,5183,5183_16_10,2024-02-29 17:47:42+05:30
DL1PC9779,28.584598541259766,77.26119232177734,5695,5695_16_20,2024-02-29 17:47:42+05:30
DL1PC8531,28.569799423217773,77.18889617919922,5191,5191_14_10,2024-02-29 17:47:42+05:30
DL1PC9197,28.5874080657959,77.25013732910156,5302,5302_17_45,2024-02-29 17:47:42+05:30
DL1PC9447,28.573848724365234,77.19916534423828,5230,5230_15_22,2024-02-29 17:47:42+05:30
DL1PC3184,28.63165855407715,77.279296875,5127,5127_16_05,2024-02-29 17:47:42+05:30
DL1PC3103,28.698766708374023,77.3215103149414,5563,5563_17_17,2024-02-29 17:47:42+05:30
DL1PC8731,28.686342239379883,77.09577941894531,5291,5291_13_41,2024-02-29 17:47:42+05:30
DL1PC7022,28.62110710144043,77.284912109375,5655,5655_15_10,2024-02-29 17:47:42+05:30
DL1PC9400,28.648681640625,77.20010375976562,5245,5245_16_50,2024-02-29 17:47:42+05:30
DL1PC9984,28.676488876342773,77.32166290283203,5839,5839_13_26,2024-02-29 17:47:42+05:30
DL1PC9735,28.690845489501953,77.2795181274414,5007,5007_15_50,2024-02-29 17:47:42+05:30
DL51GD2537,28.642057418823242,77.22814178466797,5352,5352_17_10,2024-02-29 17:47:42+05:30
DL1PC9971,28.598793029785156,77.32864379882812,5601,5601_16_50,2024-02-29 17:47:42+05:30
DL1PC9120,28.610122680664062,77.21085357666016,5719,5719_16_50,2024-02-29 17:47:42+05:30
DL1PC7527,28.632095336914062,77.21434020996094,5354,5354_17_10,2024-02-29 17:47:42+05:30
DL1PC9664,28.574941635131836,77.17826843261719,5275,5275_15_20,2024-02-29 17:47:42+05:30
DL1PC3266,28.69938850402832,77.30369567871094,5427,5427_17_00,2024-02-29 17:47:42+05:30
DL1PC3325,28.66466522216797,77.32084655761719,5136,5136_16_50,2024-02-29 17:47:42+05:30
DL51GD2611,28.636520385742188,77.24124145507812,5160,5160_15_31,2024-02-29 17:47:42+05:30
DL1PC8809,28.696727752685547,77.22575378417969,5119,5119_17_20,2024-02-29 17:47:42+05:30
DL1PC8948,28.558122634887695,77.1823959350586,5254,5254_15_07,2024-02-29 17:47:42+05:30
DL1PC7902,28.569950103759766,77.18830108642578,5154,5154_15_55,2024-02-29 17:47:42+05:30
DL1PC7580,28.63280487060547,77.21530151367188,5305,5305_16_52,2024-02-29 17:47:42+05:30
DL1PC7622,28.588499069213867,76.88407897949219,5331,5331_16_54,2024-02-29 17:47:42+05:30
DL1PC9024,28.766515731811523,77.05108642578125,5043,5043_16_36,2024-02-29 17:47:42+05:30
DL1PC3196,28.623443603515625,77.22510528564453,5860,5860_15_20,2024-02-29 17:47:42+05:30
DL1PC8102,28.623098373413086,77.10025787353516,5809,5809_18_12,2024-02-29 17:47:42+05:30
DL1PC3227,28.703447341918945,77.13211059570312,5819,5819_16_20,2024-02-29 17:47:42+05:30
DL1PC7883,28.63048553466797,77.22386169433594,10289,10289_15_15,2024-02-29 17:47:42+05:30
DL1PC9904,28.574472427368164,77.1416244506836,5924,5924_17_11,2024-02-29 17:47:42+05:30
DL1PC8676,28.612924575805664,76.98583984375,10341,10341_23_56,2024-02-29 17:47:42+05:30
DL1PC9578,28.72475814819336,77.14164733886719,5428,5428_18_55,2024-02-29 17:47:42+05:30
DL1PC9421,28.523645401000977,77.19023132324219,5206,5206_16_40,2024-02-29 17:47:42+05:30
DL1PC7339,28.664152145385742,77.17683410644531,10355,10355_15_19,2024-02-29 17:47:42+05:30
DL1PC8252,28.521215438842773,77.22245025634766,5205,5205_15_15,2024-02-29 17:47:42+05:30
DL1PC7144,28.655689239501953,77.20401000976562,5740,5740_15_05,2024-02-29 17:47:42+05:30
DL1PC7273,28.6267147064209,77.06993865966797,5291,5291_15_50,2024-02-29 17:47:42+05:30
DL1PC8976,28.6719970703125,77.25840759277344,10352,10352_15_15,2024-02-29 17:47:42+05:30
DL1PC7698,28.617530822753906,77.01124572753906,5318,5318_17_00,2024-02-29 17:47:42+05:30
DL1PC7858,28.688249588012695,77.15876770019531,5792,5792_17_13,2024-02-29 17:47:42+05:30
DL1PC8229,28.625675201416016,77.06706237792969,5793,5793_14_34,2024-02-29 17:47:42+05:30
DL1PC7304,28.66465950012207,77.13182830810547,10204,10204_15_51,2024-02-29 17:47:42+05:30
DL1PC8008,28.61360740661621,77.23471069335938,5197,5197_17_03,2024-02-29 17:47:42+05:30
DL1PC7618,28.625328063964844,77.06549072265625,5265,5265_16_10,2024-02-29 17:47:42+05:30
DL51GD2526,28.70339012145996,77.10025024414062,5387,5387_16_58,2024-02-29 17:47:42+05:30
DL1PC3235,28.682893753051758,77.07811737060547,10328,10328_15_15,2024-02-29 17:47:42+05:30
DL1PC8022,28.707746505737305,77.17831420898438,5482,5482_16_41,2024-02-29 17:47:42+05:30
DL1PC7085,28.636873245239258,77.14685821533203,5678,5678_16_05,2024-02-29 17:47:42+05:30
DL1PC8679,28.64089012145996,77.23704528808594,5826,5826_14_50,2024-02-29 17:47:42+05:30
DL1PC7750,28.547163009643555,77.24968719482422,5275,5275_15_50,2024-02-29 17:47:42+05:30
DL1PC9134,28.585704803466797,77.25830841064453,5732,5732_17_05,2024-02-29 17:47:42+05:30
DL1PC9319,28.526330947875977,77.16258239746094,5983,5983_16_55,2024-02-29 17:47:42+05:30
DL1PC9139,28.603097915649414,77.2669906616211,5686,5686_11_46,2024-02-29 17:47:42+05:30
DL51GD2504,28.74818992614746,77.09601593017578,5523,5523_16_47,2024-02-29 17:47:42+05:30
DL1PC9701,28.802230834960938,76.96295166015625,5493,5493_10_08,2024-02-29 17:47:42+05:30
DL1PC8949,28.512821197509766,77.23928833007812,5010,5010_15_40,2024-02-29 17:47:42+05:30
DL1PC9879,28.59220314025879,77.08184814453125,5759,5759_17_09,2024-02-29 17:47:42+05:30
DL1PC8050,28.66887092590332,77.16504669189453,5016,5016_15_56,2024-02-29 17:47:42+05:30
DL1PC8030,28.571535110473633,77.22733306884766,5651,5651_16_50,2024-02-29 17:47:42+05:30
DL1PC3123,28.527130126953125,77.29017639160156,5011,5011_17_10,2024-02-29 17:47:42+05:30
DL51GD2294,28.632753372192383,77.21546936035156,5414,5414_17_15,2024-02-29 17:47:42+05:30
DL1PC3129,28.647035598754883,77.2037124633789,5385,5385_17_45,2024-02-29 17:47:42+05:30
DL1PC9345,28.62478256225586,77.22964477539062,5285,5285_15_50,2024-02-29 17:47:42+05:30
DL1PC7937,28.60602569580078,77.3338394165039,5715,5715_15_40,2024-02-29 17:47:42+05:30
DL1PC7588,28.667259216308594,77.21524047851562,5740,5740_14_45,2024-02-29 17:47:42+05:30
DL1PC8688,28.66763687133789,77.32173919677734,5894,5894_0_6,2024-02-29 17:47:42+05:30
DL1PC7724,28.598342895507812,77.06513214111328,5772,5772_12_29,2024-02-29 17:47:42+05:30
DL1PC9079,28.534713745117188,77.23224639892578,5219,5219_17_12,2024-02-29 17:47:42+05:30
DL1PC8719,28.696720123291016,77.0962142944336,10311,10311_17_15,2024-02-29 17:47:42+05:30
DL1PC7956,28.692842483520508,77.154541015625,5075,5075_17_42,2024-02-29 17:47:42+05:30
DL1PC7011,28.63541030883789,77.22173309326172,5174,5174_16_54,2024-02-29 17:47:42+05:30
DL51GD4016,28.607912063598633,77.10345458984375,5342,5342_15_54,2024-02-29 17:47:42+05:30
DL51GD3747,28.708641052246094,77.1777572631836,5819,5819_17_11,2024-02-29 17:47:42+05:30
DL1PC8067,28.556991577148438,77.09229278564453,5737,5737_16_05,2024-02-29 17:47:42+05:30
DL1PC9908,28.727235794067383,77.14415740966797,6001,6001_15_21,2024-02-29 17:47:42+05:30
DL1PC7502,28.576932907104492,77.31483459472656,5010,5010_14_45,2024-02-29 17:47:42+05:30
DL51GD4232,28.752519607543945,77.14937591552734,5534,5534_17_12,2024-02-29 17:47:42+05:30
DL1PC7573,28.647138595581055,77.31793975830078,5219,5219_17_05,2024-02-29 17:47:42+05:30
DL1PC7765,28.632871627807617,77.22301483154297,5818,5818_13_52,2024-02-29 17:47:42+05:30
DL1PC9556,28.728923797607422,77.14706420898438,5347,5347_16_57,2024-02-29 17:47:42+05:30
DL1PC8272,28.67521095275879,77.12781524658203,5383,5383_16_00,2024-02-29 17:47:42+05:30
DL1PC9823,28.557262420654297,77.09112548828125,5435,5435_16_30,2024-02-29 17:47:42+05:30
DL1PC9561,28.624250411987305,77.10101318359375,5708,5708_16_05,2024-02-29 17:47:42+05:30
DL1PC3256,28.623245239257812,77.24068450927734,5965,5965_15_11,2024-02-29 17:47:42+05:30
DL1PC7447,28.69053077697754,77.2801742553711,5473,5473_16_54,2024-02-29 17:47:42+05:30
DL1PC8311,28.631689071655273,77.1902084350586,5354,5354_16_20,2024-02-29 17:47:42+05:30
DL1PC7239,28.62453842163086,77.19942474365234,5163,5163_16_25,2024-02-29 17:47:42+05:30
DL1PC9913,28.666683197021484,77.13495635986328,10253,10253_15_00,2024-02-29 17:47:42+05:30
DL1PC8338,28.626556396484375,77.28013610839844,5611,5611_16_35,2024-02-29 17:47:42+05:30
DL1PC3181,28.57680892944336,77.3149185180664,5010,5010_13_25,2024-02-29 17:47:42+05:30
DL1PC9638,28.641809463500977,77.22634887695312,5563,5563_15_59,2024-02-29 17:47:42+05:30
DL1PC9439,28.581289291381836,77.2298355102539,5184,5184_16_15,2024-02-29 17:47:42+05:30
DL1PC7612,28.63665008544922,77.22267150878906,5185,5185_15_40,2024-02-29 17:47:42+05:30
DL1PC8819,28.614826202392578,77.28927612304688,5248,5248_16_12,2024-02-29 17:47:42+05:30
DL1PC8978,28.70854949951172,77.22726440429688,10218,10218_16_26,2024-02-29 17:47:42+05:30
DL1PC9507,28.697450637817383,77.31729888916016,5574,5574_16_25,2024-02-29 17:47:41+05:30
DL51GD2527,28.737085342407227,77.00896453857422,5580,5580_17_39,2024-02-29 17:47:41+05:30
DL1PC7869,28.53708267211914,77.19779205322266,5279,5279_16_40,2024-02-29 17:47:41+05:30
DL1PC7464,28.635332107543945,77.09276580810547,10256,10256_17_11,2024-02-29 17:47:41+05:30
DL1PC9752,28.546142578125,77.19625854492188,5292,5292_15_36,2024-02-29 17:47:41+05:30
DL1PC9160,28.49337387084961,77.30350494384766,5656,5656_17_30,2024-02-29 17:47:41+05:30
DL1PC7630,28.703798294067383,76.98362731933594,5378,5378_15_52,2024-02-29 17:47:41+05:30
DL1PC7257,28.70992660522461,77.1755599975586,5291,5291_14_38,2024-02-29 17:47:41+05:30
DL1PC7030,28.63351821899414,77.2092514038086,5211,5211_16_30,2024-02-29 17:47:41+05:30
DL1PC8673,28.68278694152832,77.07793426513672,5860,5860_15_48,2024-02-29 17:47:41+05:30
DL1PC8796,28.548625946044922,77.25544738769531,5742,5742_16_55,2024-02-29 17:47:41+05:30
DL1PC7222,28.521732330322266,77.18338775634766,5734,5734_16_50,2024-02-29 17:47:41+05:30
DL1PC9465,28.66747283935547,77.13729095458984,10295,10295_17_05,2024-02-29 17:47:41+05:30
DL1PC8293,28.659883499145508,77.14459228515625,5818,5818_16_42,2024-02-29 17:47:41+05:30
DL1PC7847,28.620418548583984,77.01953125,5326,5326_17_24,2024-02-29 17:47:41+05:30
DL1PC9829,28.679044723510742,77.0995864868164,5701,5701_16_32,2024-02-29 17:47:41+05:30
DL1PC8110,28.602333068847656,77.37258911132812,5602,5602_16_33,2024-02-29 17:47:41+05:30
DL1PC8329,28.54084014892578,77.23209381103516,10282,10282_16_13,2024-02-29 17:47:41+05:30
DL1PC9124,28.626121520996094,77.21925354003906,5718,5718_16_15,2024-02-29 17:47:41+05:30
DL1PC7004,28.58796501159668,77.22413635253906,5175,5175_16_13,2024-02-29 17:47:41+05:30
DL51GD2613,28.592519760131836,77.21382904052734,5251,5251_17_10,2024-02-29 17:47:41+05:30
DL1PC8395,28.574932098388672,77.14215087890625,10360,10360_12_23,2024-02-29 17:47:41+05:30
DL1PC9119,28.531099319458008,77.20764923095703,5665,5665_17_38,2024-02-29 17:47:41+05:30
DL1PC3208,28.73267364501953,77.18083953857422,5895,5895_13_00,2024-02-29 17:47:41+05:30
DL1PC7062,28.61726188659668,77.21881103515625,5678,5678_15_25,2024-02-29 17:47:41+05:30
DL1PC9088,28.57254409790039,77.1795883178711,10368,10368_17_05,2024-02-29 17:47:41+05:30
DL1PC9658,28.601959228515625,77.18067932128906,1961,1961_17_23,2024-02-29 17:47:41+05:30
DL1PC7396,28.643030166625977,77.18112182617188,5740,5740_15_12,2024-02-29 17:47:41+05:30
DL1PC9669,28.520526885986328,77.20267486572266,5476,5476_16_05,2024-02-29 17:47:41+05:30
DL1PC3262,28.726511001586914,77.1621322631836,5347,5347_17_10,2024-02-29 17:47:41+05:30
DL1PC3066,28.6189022064209,77.21886444091797,5678,5678_16_00,2024-02-29 17:47:41+05:30
DL1PC3281,28.67838478088379,77.10557556152344,5836,5836_16_00,2024-02-29 17:47:41+05:30
DL1PC3083,28.540515899658203,77.29666900634766,5010,5010_15_25,2024-02-29 17:47:41+05:30
DL1PC9087,28.652860641479492,77.19279479980469,5080,5080_15_35,2024-02-29 17:47:41+05:30
DL1PC7278,28.61260414123535,76.99069213867188,5788,5788_07_12,2024-02-29 17:47:41+05:30
DL1PC8803,28.732545852661133,77.15785217285156,5493,5493_15_04,2024-02-29 17:47:41+05:30
DL1PC9455,28.632368087768555,77.2158432006836,5252,5252_17_54,2024-02-29 17:47:41+05:30
DL1PC9732,28.554405212402344,77.10359954833984,5968,5968_17_18,2024-02-29 17:47:41+05:30
DL1PC8392,28.699615478515625,77.30313110351562,5562,5562_06_21,2024-02-29 17:47:41+05:30
DL1PC7905,28.618087768554688,77.33837127685547,5477,5477_16_30,2024-02-29 17:47:41+05:30
DL1PC8713,28.66609764099121,77.17278289794922,5851,5851_11_34,2024-02-29 17:47:41+05:30
DL1PC7983,28.569839477539062,77.20356750488281,5720,5720_17_25,2024-02-29 17:47:41+05:30
DL1PC9835,28.673784255981445,77.2701644897461,5956,5956_15_55,2024-02-29 17:47:41+05:30
DL1PC7008,28.509307861328125,77.17304229736328,5243,5243_15_50,2024-02-29 17:47:41+05:30
DL1PC7579,28.625896453857422,77.06563568115234,5271,5271_16_10,2024-02-29 17:47:41+05:30
DL1PC9868,28.678102493286133,77.31314849853516,5562,5562_11_21,2024-02-29 17:47:41+05:30
DL1PC8529,28.62737274169922,77.22904205322266,10366,10366_16_23,2024-02-29 17:47:41+05:30
DL1PC7146,28.57048988342285,77.2079849243164,10343,10343_17_27,2024-02-29 17:47:41+05:30
DL1PC3120,28.682880401611328,77.07791900634766,10185,10185_17_45,2024-02-29 17:47:41+05:30
DL1PC8096,28.50355339050293,77.2806167602539,5979,5979_16_13,2024-02-29 17:47:41+05:30
DL51GD3237,28.65176773071289,77.2376937866211,10317,10317_17_27,2024-02-29 17:47:41+05:30
DL1PC3176,28.508346557617188,77.2996597290039,5476,5476_16_12,2024-02-29 17:47:41+05:30
DL1PC7938,28.573955535888672,77.20955657958984,5197,5197_15_20,2024-02-29 17:47:41+05:30
DL51GD2576,28.712337493896484,77.08053588867188,5854,5854_16_31,2024-02-29 17:47:41+05:30
DL1PC9628,28.619789123535156,77.03538513183594,5798,5798_15_30,2024-02-29 17:47:41+05:30
DL1PC8441,28.569791793823242,77.20405578613281,5721,5721_15_36,2024-02-29 17:47:41+05:30
DL1PC8446,28.711196899414062,77.2270278930664,5586,5586_16_49,2024-02-29 17:47:41+05:30
DL1PC8745,28.581510543823242,77.2663345336914,5248,5248_16_54,2024-02-29 17:47:41+05:30
DL1PC8742,28.569738388061523,77.2043685913086,5715,5715_15_51,2024-02-29 17:47:41+05:30
DL1PC7162,28.54876708984375,77.25592803955078,5218,5218_17_3,2024-02-29 17:47:41+05:30
DL1PC8193,28.693910598754883,77.151611328125,5879,5879_16_6,2024-02-29 17:47:41+05:30
DL1PC8448,28.617353439331055,77.20437622070312,5139,5139_16_25,2024-02-29 17:47:41+05:30
DL1PC8312,28.65964126586914,77.1899185180664,5381,5381_17_15,2024-02-29 17:47:41+05:30
DL1PC7311,28.63556480407715,77.28510284423828,5655,5655_15_25,2024-02-29 17:47:41+05:30
DL1PC9342,28.63880729675293,77.31808471679688,5220,5220_16_20,2024-02-29 17:47:41+05:30
DL1PC8040,28.617210388183594,77.31763458251953,5596,5596_16_50,2024-02-29 17:47:41+05:30
DL1PC9442,28.66439437866211,77.13992309570312,5367,5367_17_40,2024-02-29 17:47:41+05:30
DL1PC7065,28.514665603637695,77.22825622558594,5678,5678_14_15,2024-02-29 17:47:41+05:30
DL1PC8413,28.6142635345459,77.25037384033203,5616,5616_13_40,2024-02-29 17:47:41+05:30
DL1PC3091,28.650287628173828,77.23878479003906,5142,5142_16_20,2024-02-29 17:47:41+05:30
DL1PC9255,28.521577835083008,77.0821762084961,5696,5696_14_50,2024-02-29 17:47:41+05:30
DL1PC7600,28.516050338745117,77.22481536865234,5979,5979_13_45,2024-02-29 17:47:41+05:30
DL1PC8045,28.564685821533203,77.17833709716797,5713,5713_16_46,2024-02-29 17:47:41+05:30
DL1PC9856,28.674945831298828,77.16863250732422,5325,5325_15_04,2024-02-29 17:47:41+05:30
DL1PC8905,28.561098098754883,77.34564971923828,5473,5473_17_36,2024-02-29 17:47:41+05:30
DL1PC3903,28.659221649169922,77.20297241210938,5839,5839_14_30,2024-02-29 17:47:41+05:30
DL1PC3238,28.67521095275879,77.09536743164062,5372,5372_17_23,2024-02-29 17:47:41+05:30
DL1PC7708,28.62548065185547,77.06610870361328,5275,5275_16_00,2024-02-29 17:47:41+05:30
DL1PC7529,28.66071319580078,77.14266967773438,5355,5355_17_40,2024-02-29 17:47:41+05:30
DL1PC9872,28.6746883392334,77.32289123535156,5372,5372_17_30,2024-02-29 17:47:41+05:30
DL1PC8076,28.64381217956543,77.29803466796875,5656,5656_16_22,2024-02-29 17:47:41+05:30
DL1PC9637,28.556535720825195,77.18548583984375,5721,5721_15_55,2024-02-29 17:47:41+05:30
DL1PC8491,28.517610549926758,77.0953598022461,5925,5925_17_3,2024-02-29 17:47:41+05:30
DL1PC9993,28.66876792907715,77.13742065429688,5840,5840_16_34,2024-02-29 17:47:41+05:30
DL1PC7774,28.511926651000977,77.24996185302734,5269,5269_16_50,2024-02-29 17:47:41+05:30
DL51GD3231,28.66771697998047,77.22241973876953,5160,5160_16_01,2024-02-29 17:47:41+05:30
DL1PC9184,28.598407745361328,77.14450073242188,5302,5302_16_35,2024-02-29 17:47:41+05:30
DL1PC9625,28.521869659423828,77.08223724365234,5736,5736_16_05,2024-02-29 17:47:41+05:30
DL1PC7578,28.606164932250977,77.1247787475586,5275,5275_15_45,2024-02-29 17:47:41+05:30
DL1PC8890,28.628143310546875,77.26241302490234,5018,5018_17_27,2024-02-29 17:47:41+05:30
DL1PC9464,28.62746238708496,77.22265625,5184,5184_11_20,2024-02-29 17:47:41+05:30
DL1PC9308,28.72507095336914,77.16315460205078,5350,5350_16_00,2024-02-29 17:47:41+05:30
DL1PC7153,28.64275550842285,77.22357177734375,5243,5243_17_30,2024-02-29 17:47:41+05:30
DL1PC8415,28.576690673828125,77.3194580078125,5661,5661_16_30,2024-02-29 17:47:41+05:30
DL1PC9976,28.678476333618164,77.10464477539062,5701,5701_17_19,2024-02-29 17:47:41+05:30
DL1PC9950,28.671161651611328,77.2676773071289,5839,5839_14_08,2024-02-29 17:47:41+05:30
DL1PC7036,28.54235076904297,77.30142211914062,5477,5477_15_40,2024-02-29 17:47:41+05:30
DL1PC8095,28.61838150024414,77.11231994628906,5889,5889_16_30,2024-02-29 17:47:41+05:30
DL1PC9231,28.6762752532959,77.19718933105469,5051,5051_16_50,2024-02-29 17:47:41+05:30
DL1PC8815,28.62487030029297,77.21385192871094,5003,5003_16_29,2024-02-29 17:47:41+05:30
DL1PC3349,28.669288635253906,77.22903442382812,5042,5042_17_05,2024-02-29 17:47:41+05:30
DL1PC9247,28.465368270874023,77.03318786621094,10368,10368_15_51,2024-02-29 17:47:41+05:30
DL1PC9603,28.698549270629883,77.31023406982422,5107,5107_11_20,2024-02-29 17:47:41+05:30
DL1PC7604,28.51048469543457,77.28211212158203,5736,5736_16_20,2024-02-29 17:47:41+05:30
DL1PC9511,28.69365692138672,77.07295227050781,5820,5820_16_00,2024-02-29 17:47:41+05:30
DL1PC7526,28.633155822753906,77.2147445678711,5354,5354_17_09,2024-02-29 17:47:41+05:30
DL1PC9810,28.586732864379883,77.25091552734375,5080,5080_16_25,2024-02-29 17:47:41+05:30
DL1PC9847,28.66063117980957,77.14778900146484,5325,5325_15_39,2024-02-29 17:47:41+05:30
DL1PC9480,28.628271102905273,77.2608642578125,5129,5129_16_20,2024-02-29 17:47:41+05:30
DL1PC9429,28.457780838012695,77.18424224853516,5206,5206_16_00,2024-02-29 17:47:41+05:30
